index,case_id,timeStamp,userID,targetApp,eventType,url,content,target.workbookName,target.sheetName,target.id,target.className,target.tagName,target.type,target.name,target.value,target.innerText,target.checked,target.href,target.option,target.title,target.innerHTML,eventType_concrete
34,5,2019-10-21 00:17:09.847,vleno,Excel,copyCell,,"9/271 William St, Melbourne, VIC 3000, Australia",StudentRecords.xlsx,Sheet1,G6,,,,,"9/271 William St, Melbourne, VIC 3000, Australia",,,,,,,copyCell
34,5,2019-10-21 00:17:12.064,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"9/271 William St, Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
34,5,2019-10-21 00:17:15.169,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,9/271 William St,,,,,,,editField
34,5,2019-10-21 00:17:15.554,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"9/271 William St, Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
34,5,2019-10-21 00:17:21.369,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Melbourne,,,,,,,editField
34,5,2019-10-21 00:17:22.321,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"9/271 William St, Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
34,5,2019-10-21 00:17:26.792,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
34,5,2019-10-21 00:17:28.040,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"9/271 William St, Melbourne, VIC 3000, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
34,5,2019-10-21 00:17:32.857,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3000,,,,,,,editField
34,5,2019-10-21 00:17:39.392,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
34,5,2019-10-21 00:17:39.393,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
34,5,2019-10-21 00:17:40.080,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
34,6,2019-10-21 00:17:43.505,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
35,6,2019-10-21 00:17:49.597,vleno,Excel,copyCell,,Carl,StudentRecords.xlsx,Sheet1,A7,,,,,Carl,,,,,,,copyCell
35,6,2019-10-21 00:17:51.872,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Carl,,,,,INPUT,text,SingleLine,,,,,,,,paste
35,6,2019-10-21 00:17:52.289,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Carl,,,,,,,editField
36,6,2019-10-21 00:17:54.517,vleno,Excel,copyCell,,Gustafsson,StudentRecords.xlsx,Sheet1,B7,,,,,Gustafsson,,,,,,,copyCell
36,6,2019-10-21 00:17:56.457,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Gustafsson,,,,,INPUT,text,SingleLine,Carl ,,,,,,,paste
36,6,2019-10-21 00:17:56.784,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Carl Gustafsson,,,,,,,editField
37,6,2019-10-21 00:17:59.472,vleno,Excel,copyCell,,01/08/1987,StudentRecords.xlsx,Sheet1,C7,,,,,01/08/1987,,,,,,,copyCell
37,6,2019-10-21 00:18:01.705,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,01/08/1987,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
37,6,2019-10-21 00:18:05.318,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,01-08-1987,,,,,,,editField
38,6,2019-10-21 00:18:07.971,vleno,Excel,copyCell,,+61 043 587 1823,StudentRecords.xlsx,Sheet1,D7,,,,,+61 043 587 1823,,,,,,,copyCell
38,6,2019-10-21 00:18:09.616,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 043 587 1823,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
38,6,2019-10-21 00:18:15.640,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,043-587-1823,,,,,,,editField
39,6,2019-10-21 00:18:18.154,vleno,Excel,copyCell,,cgustafsson@gmail.com,StudentRecords.xlsx,Sheet1,E7,,,,,cgustafsson@gmail.com,,,,,,,copyCell
39,6,2019-10-21 00:18:19.776,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,cgustafsson@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
39,6,2019-10-21 00:18:20.073,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,cgustafsson@gmail.com,,,,,,,editField
40,6,2019-10-21 00:18:22.216,vleno,Excel,copyCell,,Sweden,StudentRecords.xlsx,Sheet1,F7,,,,,Sweden,,,,,,,copyCell
40,6,2019-10-21 00:18:23.800,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Sweden,,,,,INPUT,text,SingleLine1,,,,,,,,paste
40,6,2019-10-21 00:18:24.193,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Sweden,,,,,,,editField
41,6,2019-10-21 00:18:26.659,vleno,Excel,copyCell,,"177 Cecil St, South Melbourne, VIC 3205, Australia",StudentRecords.xlsx,Sheet1,G7,,,,,"177 Cecil St, South Melbourne, VIC 3205, Australia",,,,,,,copyCell
41,6,2019-10-21 00:18:28.528,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"177 Cecil St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
41,6,2019-10-21 00:18:32.209,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,177 Cecil St,,,,,,,editField
41,6,2019-10-21 00:18:32.720,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"177 Cecil St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
41,6,2019-10-21 00:18:38.065,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,South Melbourne,,,,,,,editField
41,6,2019-10-21 00:18:38.880,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"177 Cecil St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
41,6,2019-10-21 00:18:43.977,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
41,6,2019-10-21 00:18:44.832,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"177 Cecil St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
41,6,2019-10-21 00:18:49.418,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3205,,,,,,,editField
41,6,2019-10-21 00:18:53.233,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
41,6,2019-10-21 00:18:53.235,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
41,6,2019-10-21 00:18:53.930,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
41,7,2019-10-21 00:18:57.226,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
42,7,2019-10-21 00:19:01.076,vleno,Excel,copyCell,,Sarah,StudentRecords.xlsx,Sheet1,A8,,,,,Sarah,,,,,,,copyCell
42,7,2019-10-21 00:19:02.872,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Sarah,,,,,INPUT,text,SingleLine,,,,,,,,paste
42,7,2019-10-21 00:19:03.225,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Sarah,,,,,,,editField
43,7,2019-10-21 00:19:05.473,vleno,Excel,copyCell,,Johnson,StudentRecords.xlsx,Sheet1,B8,,,,,Johnson,,,,,,,copyCell
43,7,2019-10-21 00:19:07.128,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Johnson,,,,,INPUT,text,SingleLine,Sarah ,,,,,,,paste
43,7,2019-10-21 00:19:07.425,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Sarah Johnson,,,,,,,editField
44,7,2019-10-21 00:19:09.626,vleno,Excel,copyCell,,25/03/1989,StudentRecords.xlsx,Sheet1,C8,,,,,25/03/1989,,,,,,,copyCell
44,7,2019-10-21 00:19:11.377,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,25/03/1989,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
44,7,2019-10-21 00:19:14.766,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,25-03-1989,,,,,,,editField
45,7,2019-10-21 00:19:17.176,vleno,Excel,copyCell,,+61 035 341 2938,StudentRecords.xlsx,Sheet1,D8,,,,,+61 035 341 2938,,,,,,,copyCell
45,7,2019-10-21 00:19:18.832,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 035 341 2938,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
45,7,2019-10-21 00:19:23.673,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,035-341-2938,,,,,,,editField
46,7,2019-10-21 00:19:25.951,vleno,Excel,copyCell,,sjohnson@gmail.com,StudentRecords.xlsx,Sheet1,E8,,,,,sjohnson@gmail.com,,,,,,,copyCell
46,7,2019-10-21 00:19:29.049,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,sjohnson@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
46,7,2019-10-21 00:19:29.442,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,sjohnson@gmail.com,,,,,,,editField
47,7,2019-10-21 00:19:31.702,vleno,Excel,copyCell,,Australia,StudentRecords.xlsx,Sheet1,F8,,,,,Australia,,,,,,,copyCell
47,7,2019-10-21 00:19:33.530,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Australia,,,,,INPUT,text,SingleLine1,,,,,,,,paste
47,7,2019-10-21 00:19:33.801,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Australia,,,,,,,editField
48,7,2019-10-21 00:19:36.007,vleno,Excel,copyCell,,"225 Abbotsford St, North Melbourne, VIC 3051, Australia",StudentRecords.xlsx,Sheet1,G8,,,,,"225 Abbotsford St, North Melbourne, VIC 3051, Australia",,,,,,,copyCell
48,7,2019-10-21 00:19:37.977,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"225 Abbotsford St, North Melbourne, VIC 3051, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
48,7,2019-10-21 00:19:41.465,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,225 Abbotsford St,,,,,,,editField
48,7,2019-10-21 00:19:41.768,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"225 Abbotsford St, North Melbourne, VIC 3051, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
48,7,2019-10-21 00:19:47.369,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,North Melbourne,,,,,,,editField
48,7,2019-10-21 00:19:48.078,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"225 Abbotsford St, North Melbourne, VIC 3051, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
48,7,2019-10-21 00:19:53.001,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
48,7,2019-10-21 00:19:53.936,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"225 Abbotsford St, North Melbourne, VIC 3051, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
48,7,2019-10-21 00:20:00.313,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3051,,,,,,,editField
48,7,2019-10-21 00:20:04.147,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
48,8,2019-10-21 00:20:06.633,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
49,8,2019-10-21 00:20:10.962,vleno,Excel,copyCell,,Andrea,StudentRecords.xlsx,Sheet1,A9,,,,,Andrea,,,,,,,copyCell
49,8,2019-10-21 00:20:12.865,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Andrea,,,,,INPUT,text,SingleLine,,,,,,,,paste
49,8,2019-10-21 00:20:13.201,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Andrea,,,,,,,editField
50,8,2019-10-21 00:20:15.321,vleno,Excel,copyCell,,Bolzano,StudentRecords.xlsx,Sheet1,B9,,,,,Bolzano,,,,,,,copyCell
50,8,2019-10-21 00:20:16.945,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Bolzano,,,,,INPUT,text,SingleLine,Andrea ,,,,,,,paste
50,8,2019-10-21 00:20:17.226,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Andrea Bolzano,,,,,,,editField
51,8,2019-10-21 00:20:19.258,vleno,Excel,copyCell,,22/07/1989,StudentRecords.xlsx,Sheet1,C9,,,,,22/07/1989,,,,,,,copyCell
51,8,2019-10-21 00:20:20.609,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,22/07/1989,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
51,8,2019-10-21 00:20:23.930,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,22-07-1989,,,,,,,editField
52,8,2019-10-21 00:20:26.406,vleno,Excel,copyCell,,+61 031 023 0066,StudentRecords.xlsx,Sheet1,D9,,,,,+61 031 023 0066,,,,,,,copyCell
52,8,2019-10-21 00:20:30.545,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 031 023 0066,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
52,8,2019-10-21 00:20:35.321,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,031-023-0066,,,,,,,editField
53,8,2019-10-21 00:20:37.819,vleno,Excel,copyCell,,abolzano@gmail.com,StudentRecords.xlsx,Sheet1,E9,,,,,abolzano@gmail.com,,,,,,,copyCell
53,8,2019-10-21 00:20:39.953,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,abolzano@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
53,8,2019-10-21 00:20:40.362,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,abolzano@gmail.com,,,,,,,editField
54,8,2019-10-21 00:20:42.358,vleno,Excel,copyCell,,Italy,StudentRecords.xlsx,Sheet1,F9,,,,,Italy,,,,,,,copyCell
54,8,2019-10-21 00:20:44.169,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Italy,,,,,INPUT,text,SingleLine1,,,,,,,,paste
54,8,2019-10-21 00:20:44.433,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Italy,,,,,,,editField
55,8,2019-10-21 00:20:46.644,vleno,Excel,copyCell,,"463 Victoria St, West Melbourne, VIC 3003, Australia",StudentRecords.xlsx,Sheet1,G9,,,,,"463 Victoria St, West Melbourne, VIC 3003, Australia",,,,,,,copyCell
55,8,2019-10-21 00:20:48.600,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"463 Victoria St, West Melbourne, VIC 3003, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
55,8,2019-10-21 00:20:52.290,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,463 Victoria St,,,,,,,editField
55,8,2019-10-21 00:20:52.569,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"463 Victoria St, West Melbourne, VIC 3003, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
55,8,2019-10-21 00:20:58.529,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,West Melbourne,,,,,,,editField
55,8,2019-10-21 00:20:59.457,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"463 Victoria St, West Melbourne, VIC 3003, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
55,8,2019-10-21 00:21:04.313,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
55,8,2019-10-21 00:21:05.305,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"463 Victoria St, West Melbourne, VIC 3003, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
55,8,2019-10-21 00:21:12.714,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3003,,,,,,,editField
55,8,2019-10-21 00:21:16.416,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
55,8,2019-10-21 00:21:16.419,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
55,8,2019-10-21 00:21:17.165,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
56,8,2019-10-21 00:21:23.993,vleno,Excel,copyCell,,Hannah,StudentRecords.xlsx,Sheet1,A10,,,,,Hannah,,,,,,,copyCell
56,9,2019-10-21 00:21:28.908,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
56,9,2019-10-21 00:21:31.200,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Hannah,,,,,INPUT,text,SingleLine,,,,,,,,paste
56,9,2019-10-21 00:21:31.625,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Hannah,,,,,,,editField
57,9,2019-10-21 00:21:33.853,vleno,Excel,copyCell,,Dietmeier,StudentRecords.xlsx,Sheet1,B10,,,,,Dietmeier,,,,,,,copyCell
57,9,2019-10-21 00:21:35.642,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Dietmeier,,,,,INPUT,text,SingleLine,Hannah ,,,,,,,paste
57,9,2019-10-21 00:21:35.872,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Hannah Dietmeier,,,,,,,editField
58,9,2019-10-21 00:21:38.083,vleno,Excel,copyCell,,12/07/1990,StudentRecords.xlsx,Sheet1,C10,,,,,12/07/1990,,,,,,,copyCell
58,9,2019-10-21 00:21:39.609,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,12/07/1990,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
58,9,2019-10-21 00:21:42.863,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,12-07-1990,,,,,,,editField
59,9,2019-10-21 00:21:45.048,vleno,Excel,copyCell,,+61 072 237 8681,StudentRecords.xlsx,Sheet1,D10,,,,,+61 072 237 8681,,,,,,,copyCell
59,9,2019-10-21 00:21:46.752,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 072 237 8681,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
59,9,2019-10-21 00:21:51.417,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,072-237-8681,,,,,,,editField
60,9,2019-10-21 00:21:53.525,vleno,Excel,copyCell,,hdietmeier@gmail.com,StudentRecords.xlsx,Sheet1,E10,,,,,hdietmeier@gmail.com,,,,,,,copyCell
60,9,2019-10-21 00:21:56.201,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,hdietmeier@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
60,9,2019-10-21 00:21:56.976,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,hdietmeier@gmail.com,,,,,,,editField
61,9,2019-10-21 00:21:59.033,vleno,Excel,copyCell,,Germany,StudentRecords.xlsx,Sheet1,F10,,,,,Germany,,,,,,,copyCell
61,9,2019-10-21 00:22:02.600,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Germany,,,,,INPUT,text,SingleLine1,,,,,,,,paste
